"text","id"
"为什么C程序员看起来更“big”，因为C语言是一门很“low”的语言 ???","161"
"好书//<a href='/n/梁斌penny'>@梁斌penny</a>: //<a href='/n/马少平THU'>@马少平THU</a>:又让我们掏银子了//<a href='/n/王斌_IIEIR'>@王斌_IIEIR</a>: 翻译完了校对中，勿喷//<a href='/n/AixinSG'>@AixinSG</a>:转发微博","162"
"快点出多看版电子书 //<a href='/n/周鸿祎'>@周鸿祎</a>: 突然感觉亮瞎了...//<a href='/n/Kindle中国'>@Kindle中国</a>: 《周鸿祎自述：我的互联网方法论》价格已经降为4元！这是由网友力量促成的降价，想要的快下手： <a data-url=""http://t.cn/RhF0ktJ"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.amazon.cn%2F%25E5%2591%25A8%25E9%25B8%25BF%25E7%25A5%258E%25E8%2587%25AA%25E8%25BF%25B0-%25E6%2588%2591%25E7%259A%2584%25E4%25BA%2592%25E8%2581%2594%25E7%25BD%2591%25E6%2596%25B9%25E6%25B3%2595%25E8%25AE%25BA-%25E5%2591%25A8%25E9%25B8%25BF%25E7%25A5%258E%2Fdp%2FB00O0L869C%2Fref%3Dpd_rhf_dp_p_img_1"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> //<a href='/n/出版人卢俊'>@出版人卢俊</a>: 我接受这个条件//<a href='/n/周鸿祎'>@周鸿祎</a>:如果这条微博转发过万次，中信再降2元钱，怎么样？","163"
"用Python做数据分析<a data-url=""http://t.cn/RhsF12u"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.quora.com%2FHow-do-I-begin-analyzing-data-using-Python"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","164"
"人为什么会成为那个曾经非常讨厌的自己，想想原来这是被逼的，看看那些政客们 ???","165"
"各位大爷开车小心，严重影响交通好不 ???","166"
"新东方汽车专修学院","167"
"两年前翻译的一篇文章，那时还在写java，刚接触python就醉了（醉了么）","168"
"CE差不多够用了//<a href='/n/柳烟堆雪'>@柳烟堆雪</a>:申诉还真的有用。。//<a href='/n/Easy'>@Easy</a>:Edu.cn已经可用啦，赶紧去试试吧","169"
"你应该说：你长大了，我就要更苦逼的工作了，你看你要娶老婆，买房子，买车子，儿子就会说：我长大了你就在家休息吧。<a class='k' href='/k/有父必有其子?from=feed'>#有父必有其子#</a><i class=""face face_1 icon_2"">[嘻嘻]</i>","170"
"weico安卓客户端播放视频有bug啊，weico程序退出了视频还在播，必须重新打开weico，再点击该视频连接才能关闭。关闭后，屏幕坐姿啊叫多一张背景图，是啥意思？<a href='/n/weico'>@weico</a> ???","171"
"pocket要是支持文章备注就完美了 ???","172"
"这是给婴儿喂奶么？//<a href='/n/新浪科技'>@新浪科技</a>:醉了...","173"
"字符串常量移出，那它移到哪去了呢？//<a class='k' href='/k/多看笔记?from=feed'>#多看笔记#</a> “在目前已经发布的JDK 1.7的HotSpot中，已经把原本放在永久代的字... ” 摘自《深入理解Java虚拟机：JVM高级特性与最佳实践（第2版）》<a href='/n/多看阅读'>@多看阅读</a> <a data-url=""http://t.cn/RvUPwtj"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.duokan.com%2Fbook%2F41805"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a>   ???","174"
"我在 <a href='/n/知乎'>@知乎</a> 回答了【如何理解 Python 的 Descriptor？】：简单来讲，描述符就是一个Python对象，但这个对象比较特殊，特殊性在于其属性的访问方式不再像普通对象那样访问，它通过一种叫描述符协议的方法来访问。这些方法包括__get__、__set__、__del… <a data-url=""http://t.cn/Rhor0qC"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fzhi.hu%2F80px"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","175"
"又在偷窥妹子的照片","176"
"为什么各大厂都爱做这么个19.9元的无线WIFI（硬件），猎豹免费WiFi（软件）完全可以取代他们啊！","177"
"这本书又在打折，看来应该入手一本电子书 <a data-url=""http://t.cn/RhiPhgG"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fbook.duokan.com%2Fb%2F41805"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","178"
"<a href='/n/浦发银行信用卡中心'>@浦发银行信用卡中心</a>","179"
"写代码好好的，浦发银行信用卡中心发条短信来，就知道没好事，催欠款来的，原本9号就该还的，因没收到账单一直拖着，私以为上个月没消费。人工服务请求注销其卡，无奈没人接电话，都干嘛去了 ???","180"
"<a class='k' href='/k/还有这个节?from=feed'>#还有这个节#</a>每年的第256（十六进制为0x100，或28）天，也就是平年的9月13日或闰年的9月12日为程序员节 ???","181"
"面对困难的抉择时，汪峰似乎有点话唠，今晚杨坤选择最直接的方式，其实心理应该还是有很多话要说的。 ???","182"
"转发微博","183"
"睡个正常点的觉试试 ???","184"
"分享图片 ???","185"
"四岁的小屁股在斗地主，牛逼 ???","186"
"90后还年轻？？","187"
"【篮球动态图第好几季了。】Supernew：科比：你是第一SG。韦德：你才是第一SG。（设计台词） 科比：KG，别走好吗？ KG：傻瓜，我哪也不去。（设计台词） 点赞狂魔NBA版。 骚科。 可怜的孩子，谁让你穿错... <a data-url=""http://t.cn/RhUGMNY"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fycq.la%2FtgsmnG-"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> <a href='/n/洋葱圈体育社区'>@洋葱圈体育社区</a> ???","188"
"<a class='k' href='/k/更好用的魅族手机?from=feed'>#更好用的魅族手机#</a> MX4正式发布啦，现在带话题 <a class='k' href='/k/魅族MX4?from=feed'>#魅族MX4#</a> 发微博，就有机会免费获得！ <a data-url=""http://t.cn/htxfW"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.meizu.com%2F%3Furl_type%3D39%26object_type%3Dwebpage%26pos%3D1"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">魅族官网-魅族智能手...</span></a>  ???","189"
"分享图片  8:40------16:40 ???","190"
"作者是妹纸，90后","191"
"【哪一场篮球比赛让你热泪盈眶？】Sim Chen：我先说说我自己的吧…… 08 年奥运会中国对阵西班牙，那时我还刚上高中。本来对中国打败西班牙不抱什么希望的。不过……比赛进程让我很是意外，朱八神准的三分，姚明稳定... <a data-url=""http://t.cn/RhPaon0"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fycq.la%2F46ANS08"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> <a href='/n/洋葱圈体育社区'>@洋葱圈体育社区</a> ???","192"
"【官宣！欢迎迪马利亚】JustToonIt：... <a data-url=""http://t.cn/RhvS0bo"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fycq.la%2FcsN6ZPd"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> <a href='/n/洋葱圈体育社区'>@洋葱圈体育社区</a> ???","193"
"13-14赛季NBA暴力冲突合集 能动手就别嚷嚷! <a data-url=""http://t.cn/Rhviynp"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fycq.la%2Fxh26EwR"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> （分享自洋葱圈） ???","194"
"需求不是PM想出来的吗？","195"
"厉害","196"
"miui可以同步闹钟吗？ <a href='/n/miui_rom'>@miui_rom</a> ???","197"
"壁纸都是圆角的了，是不是该换手机了？ ???","198"
"新下载了Android版的Weico 3，灰常流畅啊！页面简约，细节处又很用心，微博刷得相当愉悦~还可边刷着微博边听歌看视频~啧啧啧，Weico3 的微博生活揍是介么美好！猛戳链接下载Weico 3 <a data-url=""http://t.cn/8khpg34"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.weico.com%2Fweico%2Fjump%3Furl_type%3D39%26object_type%3Dwebpage%26pos%3D1"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">Weico-最具人气...</span></a> ???","199"
"第一个有淑女气质","200"
"转发微博","201"
"【NBA那些感动我们的瞬间。】Supernew：韦德香槟敬膝盖。 老鱼那眼神涵盖多少感情谁懂？皮尔斯流泪诠释纯真体育。范甘迪紧紧抱住莫宁大腿。四年前的那一笑。眼肿了也要把球罚进。若不是伤病，罗伊和开拓者现在会是怎... <a data-url=""http://t.cn/RPurde4"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fycq.la%2FJrueTZs"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> <a href='/n/洋葱圈体育社区'>@洋葱圈体育社区</a> ???","202"
"转发微博","203"
"静态语言不断往动态语言发展，动态语言不断往静态语言发展","204"
"我在 <a href='/n/知乎'>@知乎</a> 回答了【如果做一件程序员的文化衫，你会在上面印些什么？】：背面印一个1，前面印一个0 <a data-url=""http://t.cn/RPRIgKz"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fzhi.hu%2F7JeQ"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","205"
"【一赛季,一生情2】Supernew：<a data-url=""http://t.cn/RPQg7jL"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fycq.la%2F_D-vLQx"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> <a href='/n/洋葱圈体育社区'>@洋葱圈体育社区</a> ???","206"
"广州呢？深圳呢？","207"
"别废话，有第一句话就够了 //<a href='/n/周鸿祎'>@周鸿祎</a>: 我决定响应<a href='/n/刘作虎'>@刘作虎</a> 的挑战，虽然我体质受凉易感冒，虽然北京已经比<a href='/n/刘江峰-荣耀'>@刘江峰-荣耀</a> 的深圳凉了，虽然我没有<a href='/n/罗永浩'>@罗永浩</a> 厚厚御寒的肥膘，我接受冰桶，只是我希望下次再搞捐款是否可为我国人民服务例如抗日老兵。请大家给我建议，我该挑战哪三个人？提名就送个360智键","208"
"看了手痒痒，又想刷机，可是MIUI对我的机型不够友好//<a href='/n/雷军'>@雷军</a>:<i class=""face face_1 icon_3"">[哈哈]</i>","209"
"我更关心的是翻译质量如何 //<a href='/n/李松峰'>@李松峰</a>: 本书为日本公认的最好的Ruby入门教程。//<a href='/n/图灵乐馨'>@图灵乐馨</a>: Matz说这是一本不会让初学者失望的书。原版重印27次！试读样章下载： <a data-url=""http://t.cn/RPYhnnJ"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.ituring.com.cn%2Fbook%2Fdownload%2F549390d4-20e8-4b75-8adc-eb4673933bec"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a>","210"
"现在看到的一种完全对立的观点。之前微博大批医务工作者骂家属、骂媒体，为了维护医生形象不带这样的。至少等真相大白吧。医患关系现在成了医生与患者互黑互掐的关系，每个人都值得去反思。","211"
"【C罗从啥时候开始合影时踮脚增高的？】大果：最近看到太多...... <a data-url=""http://t.cn/RPjAv8p"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fycq.la%2F8V1_sZ4"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> <a href='/n/洋葱圈体育社区'>@洋葱圈体育社区</a> ???","212"
"<a class='k' href='/k/国际左撇子日?from=feed'>#国际左撇子日#</a> 我是一个平凡的左撇子  <a data-url=""http://t.cn/RPXykti"" href=""http://m.weibo.cn/p/index?containerid=1008088c77a91d752d49551a66a8bdedaf1fb0"" ><i class=""iconimg iconimg-xs""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_topic_default.png""></i><span class=""surl-text"">国际左撇子日</span></a> ???","213"
"NBA历史上，那些标志性的画面<a data-url=""http://t.cn/RP0jJE6"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fycq.la%2FOz4wgqI"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","214"
" //<a href='/n/uptown1919'>@uptown1919</a>:这么厚 能看完的 技术不见得怎么样 但是肯定很有耐心 //<a href='/n/InfoQ'>@InfoQ</a>:这话从何说起啊？ //<a href='/n/姜大炮'>@姜大炮</a>:觉得这书好的，嘴皮子厉害的比较多 //<a href='/n/pi1ot'>@pi1ot</a>:个人水平问题，觉得这书里废话太多","215"
"32[强]","216"
"分享图片 ???","217"
"【炸裂！勒布朗回家（图文直播）】Sim Chen：欢迎勒布朗回家的体育场，好大！  场外的球迷。左下角的小女孩长和勒布朗还挺像的o(╯□╰)o  人满了，有种摇滚明星开演唱会的赶脚。现场大概有三万人……  现场女... <a data-url=""http://t.cn/RPpECBH"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fycq.la%2FGOB6naT"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> <a href='/n/洋葱圈体育社区'>@洋葱圈体育社区</a> ???","218"
"还有哪家的APP是绿色圆角 ???","219"
"新手入门篇 1：如何选一把上手的羽毛球拍（上） <a data-url=""http://t.cn/RPaNaxs"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fycq.la%2FlP3Kou0"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> （分享自洋葱圈） ???","220"
"转发微博","221"
"唤叽叽//<a href='/n/周鸿祎'>@周鸿祎</a>: 曾总总结得比我们自己的产品负责人都好，产品名字也不够响亮，换机听起来像搞基，请曾总及各位帮忙起个更好的名字，比如360换机助手，360机机…","222"
"转发微博","223"
"篮球的七夕，为乔治祈祷。 <a data-url=""http://t.cn/RPJtzbj"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fycq.la%2FKc31AVZ"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> （分享自洋葱圈） ???","224"
"你全家都叫淘宝","225"
"涨工资也是无锡的不？//<a href='/n/苏群'>@苏群</a>:距离这条微博，已经快8个月啦。","226"
"狗的寿命是十四年，很多时候友情不如一条狗（后会无期大概就是这个意思） ???","227"
"马里王<a href='/n/邋遢乐爱好者'>@邋遢乐爱好者</a> 哈哈哈<a href='/n/IM李朝'>@IM李朝</a>","228"
"我在 <a href='/n/知乎'>@知乎</a> 回答了【左耳朵耗子陈皓一直鄙视百度的节操和知乎的山寨但是加入了淘宝工作，是否能说明淘宝是有节操不作恶的公司？】：曾经关注过他微博的说两句：注意，这是我眼中的耗子，当然就很主观了。 淘宝绝对不是耗子眼中理想的公司，只是相比国内其他公司，这家公司在… <a data-url=""http://t.cn/RPt7JpB"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fzhi.hu%2F6NoR"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","229"
"我在 <a href='/n/知乎'>@知乎</a> 回答了【发烧了去看病，医生为什么叫我抽血化验？】：实在是不同意排名第一的答案。 我前不久有过一次感冒，第一天量体温38度，医生常规性询问了我的基本情况，应该算作普通感冒来处理，挂了一下午的盐水，体温将下来了，第二天发现更加严重，体温39度，然后… <a data-url=""http://t.cn/RP5lYsj"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.zhihu.com%2Fquestion%2F24600446%2Fanswer%2F28447238%3Flocation%3D35"" ><i class=""iconimg iconimg-xs""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">zhijun liu...</span></a> ???","230"
"现在的广告都贴得这么有节操 ???","231"
"严厉打击以妹纸作为诱饵的招聘，我们公司很多单身汉纸，妹纸快来<i class=""face face_1 icon_2"">[嘻嘻]</i>//<a href='/n/pythoner_ty'>@pythoner_ty</a>:实在人！ //<a href='/n/比尔盖子V'>@比尔盖子V</a>:帮转……","232"
"转发微博","233"
"<a href='/n/支付宝'>@支付宝</a>，转出失败也算一次么？ ???","234"
"转发微博","235"
"很实在的一篇文章","236"
"”看知乎“算是一个有品的网站 www.kanzhihu.com（我不加完整链接是微博在那自作聪明，瞎匹配） ???","237"
"是api没设计好","238"
"【5年1.18亿&amp;2年3100万&amp;3年2500万】foofish：5年1.18亿，不少啊，绝对是顶薪，也算是30岁的波什最后一份大合同了，对这位上赛季场均得分只有16.2分6.6个篮板，但是对会那么一点点编程的波... <a data-url=""http://t.cn/RPz1sUC"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fycq.la%2FKiEBvop"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> <a href='/n/洋葱圈体育社区'>@洋葱圈体育社区</a> ???","239"
"我刚刚发现了一条特别有意思的精彩问答，小伙伴们都来围观一下吧。【问：电影《活埋》男主角最后为什么没有被就出来？他在马克怀特被埋的地方，为什么人家不救他了？】（分享自<a href='/n/百度知道'>@百度知道</a>） <a data-url=""http://t.cn/RPPGP1I"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fzhidao.baidu.com%2Fquestion%2F210024809.html%26fr%3Dqb_bds_tsina%23281447-tsina-1-44850-e9be2a3d2bd8a2d48e77283209a57e7e"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a>  ???","240"
"尼玛，贴吧就是这个样子的，1楼骂到28楼 <a data-url=""http://t.cn/RPPbgUJ"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Ftieba.baidu.com%2Fp%2F2522281618%3Ffr%3Dala0%26pstaala%3D1"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","241"
"【夏姐，我们可把你盼来了】南非世界杯没有给我留下特别的印象，除了夏奇拉的两首世界杯歌... <a data-url=""http://t.cn/RPvLM0H"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fycq.la%2FMMWLnqG"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> <a href='/n/洋葱圈体育社区'>@洋葱圈体育社区</a> ???","242"
"分享 陈小春 的单曲《独家记忆》（来自豆瓣FM-<a class='k' href='/k/华语 MHz?from=feed'>#华语 MHz#</a>） （分享自 <a href='/n/豆瓣FM'>@豆瓣FM</a>） <a data-url=""http://t.cn/8F9BX9d"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fdouban.fm%2F%3Fstart%3D191721gb65bg1%26cid%3D2191721"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a>  ???","243"
"哈哈，收到一个 pull request ???","244"
" //<a href='/n/BarryWey'>@BarryWey</a>: 苏热娅，你在哪里？我们一定要找到你！","245"
"<i class=""face face_1 icon_3"">[哈哈]</i>","246"
"<a href='/n/周鸿祎'>@周鸿祎</a> 老周，这是什么情况 ???","247"
"《对比Ruby和Python的垃圾回收》 这篇文章基于我在布达佩斯的RuPy大会上所作的演讲。我觉得与其直接将幻灯片发布出来，不如在我还有印象的时候将它写成博客来的更有意义。同样，我会在将来发布RuPy大会的视频链接。我计划将在RubyConf大会上发表 （分享自 <a href='/n/伯乐在线官方微博'>@伯乐在线官方微博</a>） <a data-url=""http://t.cn/Rv1h4AM"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fblog.jobbole.com%2F60900%2F%23comment-58760"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a>  ???","248"
"dropbox把性能要求比较高的后端用go替代了，很多pythonner大呼龟叔去那干嘛了。本来python对性能非常高的场景就不适用，必须得用c扩展来做，别人换成go合情合理，为啥不行。你以为龟叔会很桑心，真是图样图森破 ???","249"
"郭美嘉还会编程？？","250"
"哇靠，这条微博怎么和苏群发的一模一样","251"
"小编你翻译完之后能用一张图把整个迁移过程画出来么？","252"
"有个哥们说的好，开源产品只能满足你80%需求，另外20%需求要花80%的精力去改进。当然自己造个轮子那就是100的精力 ???","253"
"【怎么看待外文电影/电视剧里的中文字幕「接地气」现象？】<a href='/n/-yolfilm-'>@-yolfilm-</a>：- 完全不能理解這種行為。 1、 你翻的電影也好，電視劇也罷，總是很辛苦，不是？ 你總希望你翻的東西，流傳愈廣，流傳愈久，不是？ 但，你在裏面拼命加進一堆無聊的時事，不說… <a data-url=""http://t.cn/zWqfevV"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fzhi.hu%2FEvKT"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a>（分享自 <a href='/n/知乎'>@知乎</a>） ???","254"
"【小黄人也来跳水啦? ????】鬼鬼：「假摔什么的我也会」（这样好吗喂喂喂 （乃们会教坏小孩子的 <a data-url=""http://t.cn/Rvn8qL1"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fycq.la%2FXRJ_WWO"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> <a href='/n/洋葱圈体育社区'>@洋葱圈体育社区</a> ???","255"
"到处都是药店，为何不做用户与药店之间的桥梁？尼玛小小一感冒，去买药妹子推荐的都是贵的而不是好的","256"
"WIFI共享精灵可以像猎豹免费WIFI学习学习，人家的产品真心很赞，内什么19.9的360随时WIFI还存在这个星球，不应该啊！ ???","257"
"尼玛[惊恐]，不小心坐到佛山了 <a data-url=""http://t.cn/RvQRWFu"" href=""http://m.weibo.cn/p/index?containerid=100101113.21878_23.034389"" ><i class=""iconimg iconimg-xs""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png""></i><span class=""surl-text"">环岛西路</span></a> ???","258"
"各种冰冰调戏帖，快被你们玩死去 ???","259"
"<a href='/n/小冰'>@小冰</a> ???","260"
"右边数学老师的体育成绩一定很不错//<a href='/n/steven0lisa'>@steven0lisa</a>: [挖鼻屎] 你的数学老师生物一定没学好","261"
"《七号房的礼物》最后一段太煽情了，差点被骗了。而《素媛》《熔炉》更真实，更打动人心。 ???","262"
"勒夫：球员为比赛已经尽了全力 <a data-url=""http://t.cn/RvjvV69"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fycq.la%2F9l86Cqz"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> （分享自洋葱圈） ???","263"
"明明是粉","264"
"看世界杯，想念韩乔生老师 <a data-url=""http://t.cn/RvWXzcw"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fycq.la%2FZ_threO"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> （分享自洋葱圈） ???","265"
"【如何克制上网的欲望，限制自己的上网时间？】<a href='/n/徐子殷'>@徐子殷</a>：先上重磅武器，之后再解释：RescueTime ：自动统计每天在各种网站各停留了多少时间，屏蔽指定网站。可设定限额。Freedom ：完全切断互联网。An… <a data-url=""http://t.cn/Rv0SGhm"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.zhihu.com%2Fquestion%2F20170657%2Fanswer%2F24887757%3Flocation%3D35"" ><i class=""iconimg iconimg-xs""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">徐子殷: 如何克制上...</span></a> （分享自 <a href='/n/知乎'>@知乎</a> 安卓客户端）<a href='/n/邋遢乐爱好者'>@邋遢乐爱好者</a> ???","266"
"靠，还有年龄歧视","267"
"<i class=""face face_1 icon_6"">[吃惊]</i>，你以为代码写得漂亮就是linus？","268"
"C罗在葡萄牙国家队历史地位如何？ <a data-url=""http://t.cn/RvpGlDR"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fycq.la%2F3s4yV_x"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> （分享自洋葱圈） ???","269"
"冠军t恤图呢？不会是匹克冠军t恤吧！","270"
"<a href='/n/邋遢乐爱好者'>@邋遢乐爱好者</a> <i class=""face face_1 icon_3"">[哈哈]</i>","271"
"十几岁写程序是兴趣，二三十岁写程序是为了生计，四五十岁还在写程序是热爱//<a href='/n/IM李朝'>@IM李朝</a>:热爱编程是一种态度//<a href='/n/黄小非'>@黄小非</a>: <i class=""face face_3 icon_5"">[good]</i> //<a href='/n/潘爱民'>@潘爱民</a>:热爱编程是一种态度，用代码来理解软件和系统是一种能力。我从1997年以后很少再写代码，真正编写程序的生涯非常短暂，但我一直亲近代码，在工作中也从未脱离代码","272"
